MissionID,MissionDate,TheaterOfOperations,Country,AirForce,AircraftSeries,Callsign,TakeoffBase,TakeoffLocation,TakeoffLatitude,TakeoffLongitude,TargetCountry,TargetCity,TargetType,TargetIndustry,TargetLatitude,TargetLongitude,AirborneAircraft,AttackingAircraft,BombingAircraft,AircraftReturned,AircraftFailed,AircraftDamaged,AircraftLost,HighExplosives,HighExplosivesType,HighExplosivesWeight_Pounds_,HighExplosivesWeight_Tons_,IncendiaryDevices,IncendiaryDevicesType,IncendiaryDevicesWeight_Pounds_,IncendiaryDevicesWeight_Tons_,FragmentationDevices,FragmentationDevicesType,FragmentationDevicesWeight_Pounds_,FragmentationDevicesWeight_Tons_,TotalWeight_Pounds_,TotalWeight_Tons_,TimeOverTarget,BombDamageAssessment,SourceID
29766,29-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,5,NaN,NaN,NaN,NaN,NaN,NaN,10,500 LB GP (GP-M43/M64),NaN,2.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2.5,NaN,NaN,NaN
30004,29-Dec-1943,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VOGHERA","",,44.98,8.97,6,6,6,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,12,NaN,NaN,699600
30010,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SANTA ELIA","",,41.53,13.88,70,NaN,70,NaN,2,NaN,NaN,140,500 LB GP (GP-M43/M64),NaN,35,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,35,NaN,NaN,NaN
30011,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ATINA","",,41.62,13.8,48,NaN,48,2,NaN,NaN,NaN,96,500 LB GP (GP-M43/M64),NaN,24,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,24,NaN,NaN,NaN
30025,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ATINA","",,41.62,13.8,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
30026,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FERENTINO","",ARMAMENT AND ORDNANCE PLANTS,41.68,13.28,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
30029,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,10,NaN,NaN,NaN,NaN,NaN,NaN,20,500 LB GP (GP-M43/M64),NaN,5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5,NaN,NaN,NaN
30034,30-Dec-1943,MTO,USA,12 AF,A36,NaN,"GUADO AIRFIELD",ITALY,40.62,14.9125,ITALY,"SANT ELIA","",,38.1,13.53,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
30332,30-Dec-1943,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TREVISO","",,45.67,12.25,19,19,19,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,25,NaN,NaN,699443
30360,31-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,12,NaN,12,2,12,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
30867,31-Aug-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"FERRARA M/Y","",,44.85,11.63,66,66,66,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,216,NaN,NaN,698546
30929,02-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"COLLEFERRO","",,41.72,13,68,NaN,68,1,1,NaN,NaN,136,500 LB GP (GP-M43/M64),NaN,34,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,34,NaN,NaN,NaN
30947,02-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CECCANO","",,41.55,13.33,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
30954,02-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SEVERA","",,39.08,8.83,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
30956,02-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
30995,03-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"COLLEFERRO","",,41.72,13,34,NaN,34,1,NaN,NaN,NaN,68,500 LB GP (GP-M43/M64),NaN,17,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17,NaN,NaN,NaN
31181,01-Sep-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"BOLOGNA M/Y","",,44.5,11.35,67,67,67,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,160.375,NaN,NaN,698249
31211,03-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
31278,04-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CASSINO","",,41.48,13.82,18,NaN,18,1,NaN,NaN,NaN,36,500 LB GP (GP-M43/M64),NaN,9,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,9,NaN,NaN,NaN
31293,04-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUINO","",,41.48,13.7,0,NaN,NaN,NaN,32,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
31486,02-Sep-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"FERRARA M/Y","",,44.85,11.63,66,66,66,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,229.5,NaN,NaN,698547
31818,05-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE PORCHIA","",,41.43,13.9,68,NaN,68,1,2,NaN,NaN,136,500 LB GP (GP-M43/M64),NaN,34,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,34,NaN,NaN,NaN
31978,16-Mar-1945,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MONFALCON SHIPBUILDING YARDS AND HARBOR INSTALLATIONS","",,45.8,13.55,60,60,60,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,257,NaN,NaN,698879
32144,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",,41.47,13.9,77,NaN,77,3,7,NaN,NaN,154,500 LB GP (GP-M43/M64),NaN,38.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,38.5,NaN,NaN,NaN
32145,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ROME","",,41.9,12.47,66,NaN,66,1,1,NaN,NaN,132,500 LB GP (GP-M43/M64),NaN,33,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,33,NaN,NaN,NaN
32147,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE TROCCHIO","",,41.47,13.88,34,NaN,NaN,NaN,NaN,NaN,NaN,68,500 LB GP (GP-M43/M64),NaN,17,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17,NaN,NaN,NaN
32151,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUINO","",,41.48,13.7,15,NaN,NaN,NaN,NaN,NaN,NaN,30,500 LB GP (GP-M43/M64),NaN,7.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,7.5,NaN,NaN,NaN
32152,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,10.5,NaN,NaN,NaN,NaN,NaN,NaN,21,500 LB GP (GP-M43/M64),NaN,5.25,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5.25,NaN,NaN,NaN
32153,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CASSINO","",,41.48,13.82,10,NaN,NaN,NaN,NaN,NaN,NaN,20,500 LB GP (GP-M43/M64),NaN,5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5,NaN,NaN,NaN
32156,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",ARMAMENT AND ORDNANCE PLANTS,41.47,13.9,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
32159,06-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"41 40 N 012 40 E","",,41.67,12.67,3,NaN,NaN,NaN,NaN,NaN,NaN,6,500 LB GP (GP-M43/M64),NaN,1.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,1.5,NaN,NaN,NaN
32188,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AUSONIA","",,41.58,13.38,47,NaN,47,NaN,1,NaN,NaN,94,500 LB GP (GP-M43/M64),NaN,23.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,23.5,NaN,NaN,NaN
32193,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VELLETRI","",,41.68,12.78,24,NaN,NaN,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
32199,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUINO","",,41.48,13.7,11,NaN,NaN,NaN,NaN,NaN,NaN,22,500 LB GP (GP-M43/M64),NaN,5.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5.5,NaN,NaN,NaN
32402,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUINO","",,41.48,13.7,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
32403,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",ARMAMENT AND ORDNANCE PLANTS,41.47,13.9,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
32406,07-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",,41.47,13.9,7,NaN,NaN,NaN,NaN,NaN,NaN,14,500 LB GP (GP-M43/M64),NaN,3.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3.5,NaN,NaN,NaN
32703,07-Jan-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"REGGIO -EMELIA A/C FACTORY","",,44.7,10.65,26,26,26,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,39.5,NaN,NaN,699132
32711,08-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,52,NaN,52,1,2,NaN,NaN,104,500 LB GP (GP-M43/M64),NaN,26,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,26,NaN,NaN,NaN
32726,08-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"TERRACINA","",,41.27,13.25,10,NaN,10,NaN,3,NaN,NaN,20,500 LB GP (GP-M43/M64),NaN,5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5,NaN,NaN,NaN
32727,08-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PALESTRINA","",,41.82,12.92,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
32730,08-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CASTELFORTE","",,41.3,13.8,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
32775,08-Jan-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"VILLAORBA L/G","",,46.03,13.13,37,37,37,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,48,NaN,NaN,699587
32796,09-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MT CEDRO","",,41.43,13.88,16,NaN,16,1,9,NaN,NaN,32,500 LB GP (GP-M43/M64),NaN,8,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,8,NaN,NaN,NaN
32797,09-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MT CEDRO","",,41.43,13.88,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
32859,04-Sep-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"RAVENNA M/Y","",,44.4,12.18,59,59,59,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,232.625,NaN,NaN,699121
32889,05-Sep-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.22,28.58,12,12,12,NaN,NaN,NaN,NaN,24,1000 LB MINES,NaN,12,NaN,,NaN,0,NaN,,NaN,0,NaN,12,NaN,NaN,698859
33043,10-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ROME","",,41.9,12.47,16,NaN,16,1,NaN,NaN,NaN,32,500 LB GP (GP-M43/M64),NaN,8,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,8,NaN,NaN,NaN
33080,10-Jan-1944,ETO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,BULGARIA,"SOFIA","",,42.7,23.32,42,42,42,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,73,NaN,NaN,699265
33094,11-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,24,NaN,24,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
33095,11-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,24,NaN,NaN,NaN,NaN,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
33551,17-Mar-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VINCENZA M/Y","",,45.55,11.57,64,64,64,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,237,NaN,NaN,699590
33631,11-Jan-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"LEVKAN ISLAND","",,38.42,23.68,1,1,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,4.75,NaN,NaN,698734
33632,11-Jan-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PIRAEUS HARBOR","",,37.93,23.67,23,23,23,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,35.73,NaN,NaN,699034
33647,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VILLA LATINA","",ARMAMENT AND ORDNANCE PLANTS,41.62,13.18,48,NaN,48,1,1,NaN,NaN,96,500 LB GP (GP-M43/M64),NaN,24,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,24,NaN,NaN,NaN
33654,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AVEZZANO","",,42.03,13.43,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33655,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33656,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VILLA LATINA","",ARMAMENT AND ORDNANCE PLANTS,41.62,13.18,12,NaN,12,1,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33657,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AVEZZANO","",ARMAMENT AND ORDNANCE PLANTS,42.03,13.43,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33661,12-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CASSINO","",,41.48,13.82,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
33699,12-Jan-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PORTI SAN ELPIDO","",,43.25,13.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,699076
33787,05-Sep-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"FERRARA M/Y","",,44.85,11.63,56,56,56,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,209.125,NaN,NaN,698548
33901,12-Jan-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"L/G SW OF ANCONA","",,43.62,13.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,698711
33923,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FERENTINO","",,41.68,13.28,35,NaN,35,1,2,NaN,NaN,70,500 LB GP (GP-M43/M64),NaN,17.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17.5,NaN,NaN,NaN
33924,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,24,NaN,24,2,3,NaN,NaN,48,500 LB GP (GP-M43/M64),NaN,12,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12,NaN,NaN,NaN
33933,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,15,NaN,15,NaN,5,NaN,NaN,30,500 LB GP (GP-M43/M64),NaN,7.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,7.5,NaN,NaN,NaN
33934,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FROSINONE","",,41.63,13.37,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33935,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ISOLA DOVARESE","",,41.67,13.58,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
33936,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VALMONTONE","",,41.77,12.95,11,NaN,NaN,NaN,NaN,NaN,NaN,22,500 LB GP (GP-M43/M64),NaN,5.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5.5,NaN,NaN,NaN
33942,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VALMONTONE","",,41.77,12.95,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
33945,13-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CASSINO","",,41.48,13.82,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
33999,14-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ANZIO","",,41.45,12.63,41,NaN,41,NaN,3,NaN,NaN,82,500 LB GP (GP-M43/M64),NaN,20.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,20.5,NaN,NaN,NaN
34024,06-Sep-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.27,28.47,17,17,17,NaN,NaN,NaN,NaN,34,1000 LB MINES,NaN,17,NaN,,NaN,0,NaN,,NaN,0,NaN,17,NaN,NaN,698860
34203,14-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PICINISCO","",,41.65,13.88,31,NaN,31,2,NaN,NaN,NaN,62,500 LB GP (GP-M43/M64),NaN,15.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,15.5,NaN,NaN,NaN
34207,14-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"S ANGELO","",,41.45,13.83,7,NaN,NaN,NaN,NaN,NaN,NaN,14,500 LB GP (GP-M43/M64),NaN,3.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3.5,NaN,NaN,NaN
34208,14-Jan-1944,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,7,NaN,NaN,NaN,NaN,NaN,NaN,14,500 LB GP (GP-M43/M64),NaN,3.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3.5,NaN,NaN,NaN
