MissionID,MissionDate,TheaterOfOperations,Country,AirForce,AircraftSeries,Callsign,TakeoffBase,TakeoffLocation,TakeoffLatitude,TakeoffLongitude,TargetCountry,TargetCity,TargetType,TargetIndustry,TargetLatitude,TargetLongitude,AirborneAircraft,AttackingAircraft,BombingAircraft,AircraftReturned,AircraftFailed,AircraftDamaged,AircraftLost,HighExplosives,HighExplosivesType,HighExplosivesWeight_Pounds_,HighExplosivesWeight_Tons_,IncendiaryDevices,IncendiaryDevicesType,IncendiaryDevicesWeight_Pounds_,IncendiaryDevicesWeight_Tons_,FragmentationDevices,FragmentationDevicesType,FragmentationDevicesWeight_Pounds_,FragmentationDevicesWeight_Tons_,TotalWeight_Pounds_,TotalWeight_Tons_,TimeOverTarget,BombDamageAssessment,SourceID
25034,10-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,17.5,NaN,35,NaN,1,NaN,NaN,35,500 LB GP (GP-M43/M64),NaN,8.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,8.75,NaN,NaN,NaN
25035,10-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ATINA","",ARMAMENT AND ORDNANCE PLANTS,41.62,13.8,12,NaN,12,NaN,13,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25037,10-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUA FONDALA (AQUAFONDATA)","",,41.55,13.95,11,NaN,NaN,NaN,NaN,NaN,NaN,22,500 LB GP (GP-M43/M64),NaN,5.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5.5,NaN,NaN,NaN
25064,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"GUADO AIRFIELD",ITALY,40.62,14.9125,ITALY,"COSENZA","",,39.27,16.25,60,NaN,60,NaN,NaN,NaN,NaN,120,500 LB GP (GP-M43/M64),NaN,30,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,30,NaN,NaN,NaN
25065,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ARCE","",,41.6,13.6,48,NaN,48,1,13,NaN,NaN,96,500 LB GP (GP-M43/M64),NaN,24,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,24,NaN,NaN,NaN
25070,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PONTE GALERA","",,41.8,12.35,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25071,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"S ANGELO","",,41.45,13.83,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25072,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PONTECORVO","",,41.45,13.67,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25073,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ARCE","",,41.6,13.6,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25079,11-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"GALLIERA","",,44.75,11.4,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
25352,12-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ITRI","",,41.28,13.53,21,NaN,21,NaN,16,NaN,NaN,42,500 LB GP (GP-M43/M64),NaN,10.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10.5,NaN,NaN,NaN
25392,13-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ATINA","",,41.62,13.8,59,NaN,59,NaN,NaN,NaN,NaN,118,500 LB GP (GP-M43/M64),NaN,29.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,29.5,NaN,NaN,NaN
25396,13-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PONTECORVO","",,41.45,13.67,35,NaN,35,NaN,1,NaN,NaN,70,500 LB GP (GP-M43/M64),NaN,17.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17.5,NaN,NaN,NaN
25454,24-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"BOLOGNA MAIN M/Y","",,44.5,11.35,70,70,70,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,190,NaN,NaN,698250
25606,13-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"AQUA FONDALA (AQUAFONDATA)","",ARMAMENT AND ORDNANCE PLANTS,41.55,13.95,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25611,13-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
25613,13-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",ARMAMENT AND ORDNANCE PLANTS,42.1,11.78,5.5,NaN,NaN,NaN,NaN,NaN,NaN,11,500 LB GP (GP-M43/M64),NaN,2.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2.75,NaN,NaN,NaN
25942,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VALMONTONE","",,41.77,12.95,55,NaN,55,NaN,NaN,NaN,NaN,110,500 LB GP (GP-M43/M64),NaN,27.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,27.5,NaN,NaN,NaN
25945,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,34,NaN,34,2,2,NaN,NaN,68,500 LB GP (GP-M43/M64),NaN,17,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,17,NaN,NaN,NaN
25956,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,21,NaN,21,2,2,NaN,NaN,42,500 LB GP (GP-M43/M64),NaN,10.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,10.5,NaN,NaN,NaN
25966,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE PORCHIA","",,41.43,13.9,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25967,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CEPRANO","",,41.55,13.53,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25968,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CEPRANO","",,41.55,13.53,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
25973,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,5,NaN,NaN,NaN,NaN,NaN,NaN,10,500 LB GP (GP-M43/M64),NaN,2.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2.5,NaN,NaN,NaN
25974,14-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,5,NaN,NaN,NaN,NaN,NaN,NaN,10,500 LB GP (GP-M43/M64),NaN,2.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2.5,NaN,NaN,NaN
26185,11-Mar-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VERONA E M/Y","",,45.43,11,60,60,60,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,225.25,NaN,NaN,699571
26230,15-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",,41.47,13.9,64,NaN,64,1,NaN,NaN,NaN,128,500 LB GP (GP-M43/M64),NaN,32,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,32,NaN,NaN,NaN
26231,15-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,42,NaN,42,3,2,NaN,NaN,84,500 LB GP (GP-M43/M64),NaN,21,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,21,NaN,NaN,NaN
26240,15-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SORA","",,41.7,13.62,10,NaN,NaN,NaN,NaN,NaN,NaN,20,500 LB GP (GP-M43/M64),NaN,5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,5,NaN,NaN,NaN
26295,16-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CARDITO","",,41.17,14.33,43,NaN,43,NaN,5,NaN,NaN,86,500 LB GP (GP-M43/M64),NaN,21.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,21.5,NaN,NaN,NaN
26506,16-Dec-1943,PTO,NEW ZEALAND,RNZAF,PV-1 VENTURA,NaN,"BOUGAINVILLE ISLAND",SOLOMON ISLANDS,-6.244444,155.383889,SOLOMON ISLANDS,"MOTUPENA POINT","",,-6.583333333,155.0833333,4,4,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),12000,6,NaN,,NaN,0,NaN,,NaN,0,12000,6,NaN,NaN,NaN
26509,16-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
26513,16-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,5,NaN,NaN,NaN,NaN,NaN,NaN,10,500 LB GP (GP-M43/M64),NaN,2.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2.5,NaN,NaN,NaN
26852,17-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",ARMAMENT AND ORDNANCE PLANTS,41.47,13.9,60,NaN,60,2,NaN,NaN,NaN,120,500 LB GP (GP-M43/M64),NaN,30,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,30,NaN,NaN,NaN
26854,17-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
26864,17-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE TROCCHIO","",,41.47,13.88,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
26865,17-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CARDITO","",ARMAMENT AND ORDNANCE PLANTS,41.17,14.33,0,NaN,NaN,NaN,NaN,NaN,NaN,0,500 LB GP (GP-M43/M64),NaN,0,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,0,NaN,NaN,NaN
26887,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"VITICUSO","",,41.52,13.95,36,NaN,36,NaN,NaN,NaN,NaN,72,500 LB GP (GP-M43/M64),NaN,18,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,18,NaN,NaN,NaN
26895,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE TROCCHIO","",,41.47,13.88,25,NaN,25,NaN,NaN,NaN,NaN,50,500 LB GP (GP-M43/M64),NaN,12.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,12.5,NaN,NaN,NaN
26975,25-Aug-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"RAVENNA M/Y  & CANAL TERMINUS","",,44.4,12.18,68,68,68,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,204.875,NaN,NaN,699122
27104,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"SANTA ELIA","",,41.53,13.88,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
27105,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"MONTE TROCCHIO","",,41.47,13.88,12,NaN,12,1,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
27110,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
27111,18-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",ARMAMENT AND ORDNANCE PLANTS,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
27154,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ARCE","",,41.6,13.6,38,NaN,38,NaN,2,NaN,NaN,76,500 LB GP (GP-M43/M64),NaN,19,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,19,NaN,NaN,NaN
27159,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,28,NaN,56,1,6,NaN,NaN,56,500 LB GP (GP-M43/M64),NaN,14,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,14,NaN,NaN,NaN
27174,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ARCE","",,41.6,13.6,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
27175,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ARCE","",,41.6,13.6,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
27176,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"GUADO AIRFIELD",ITALY,40.62,14.9125,ITALY,"COSENZA","",,39.27,16.25,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
27181,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CAVA","",,45.13,9.12,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
27182,19-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CAVA","",,45.13,9.12,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
27468,20-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ROME","",,41.9,12.47,32,NaN,32,2,16,NaN,NaN,64,500 LB GP (GP-M43/M64),NaN,16,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,16,NaN,NaN,NaN
27499,20-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,2,NaN,NaN,NaN,NaN,NaN,NaN,4,500 LB GP (GP-M43/M64),NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,1,NaN,NaN,NaN
27621,12-Mar-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PADUA E M/Y","",,45.38,11.9,61,61,61,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,225.5,NaN,NaN,698983
28031,21-Dec-1943,MTO,USA,12 AF,A36,NaN,"GUADO AIRFIELD",ITALY,40.62,14.9125,ITALY,"COSENZA","",,39.27,16.25,69,NaN,69,2,3,NaN,NaN,138,500 LB GP (GP-M43/M64),NaN,34.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,34.5,NaN,NaN,NaN
28049,21-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,13.5,NaN,27,1,1,NaN,NaN,27,500 LB GP (GP-M43/M64),NaN,6.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6.75,NaN,NaN,NaN
28050,21-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"COLLEFERRO","",,41.72,13,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
28051,21-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"COLLEFERRO","",,41.72,13,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
28052,21-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CERVARO","",,41.47,13.9,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
28131,26-Aug-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PESANO  [PESARO]","",,43.9,12.92,60,60,60,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,231.25,NaN,NaN,699011
28151,27-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.22,28.58,6,6,6,NaN,NaN,NaN,NaN,36,1000 LB MINES,NaN,18,NaN,,NaN,0,NaN,,NaN,0,NaN,18,NaN,NaN,698856
28300,13-Mar-1945,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TREVISO NE M/Y","",,45.67,12.25,61,61,61,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,219.875,NaN,NaN,699444
28752,27-Aug-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PESANO  [PESARO]","",,43.9,12.92,54,54,54,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,203.5,NaN,NaN,699012
28764,28-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.27,28.47,9,9,9,NaN,NaN,NaN,NaN,54,1000 LB MINES,NaN,27,NaN,,NaN,0,NaN,,NaN,0,NaN,27,NaN,NaN,698857
29158,25-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"PONTECORVO","",,41.45,13.67,16,NaN,16,2,12,NaN,NaN,32,500 LB GP (GP-M43/M64),NaN,8,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,8,NaN,NaN,NaN
29362,28-Aug-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PESANO  [PESARO]","",,43.9,12.92,47,47,47,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,137.35,NaN,NaN,699013
29387,29-Aug-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.33,28.33,7,7,7,NaN,NaN,NaN,NaN,42,1000 LB MINES,NaN,21,NaN,,NaN,0,NaN,,NaN,0,NaN,21,NaN,NaN,698858
29444,27-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,23.5,NaN,47,1,1,NaN,NaN,47,500 LB GP (GP-M43/M64),NaN,11.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.75,NaN,NaN,NaN
29445,27-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"ATINA","",,41.62,13.8,23,NaN,NaN,NaN,NaN,NaN,NaN,46,500 LB GP (GP-M43/M64),NaN,11.5,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11.5,NaN,NaN,NaN
29454,27-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
29481,28-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FERENTINO","",,41.68,13.28,48,NaN,48,2,NaN,NaN,NaN,96,500 LB GP (GP-M43/M64),NaN,24,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,24,NaN,NaN,NaN
29482,28-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIAMPINO","",,41.8,12.6,36,NaN,36,NaN,NaN,NaN,NaN,72,500 LB GP (GP-M43/M64),NaN,18,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,18,NaN,NaN,NaN
29497,28-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
29760,29-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"FERENTINO","",,41.68,13.28,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
29765,29-Dec-1943,MTO,USA,12 AF,A36,NaN,"POMIGLIANO AIRFIELD",ITALY,40.916667,14.4,ITALY,"CIVITAVECCHIA","",,42.1,11.78,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
